Position,Company,Loc_city,Loc_state,Loc_zip,CompanyReviews,Link
Data Analyst,"
iCIMS",Holmdel,NJ,,22 reviews,https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=0ae570f3acc4e8c0&fccid=6b2a588778cfa2b0']
Data Scientist Assistant Intern,"
American Institutes for Research",Washington,DC,,69 reviews,https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=edf909d25ff6e2b7&fccid=f55f2546cfc2349e']
Data Scientist,"
McAfee",Santa Clara,CA,95052,131 reviews,https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=43cc404982c6d829&fccid=800f11c47014effe']
Data Scientist,"
Huawei",Santa Clara,CA,,"2,175 reviews",https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=28e9f99b8f6ffa53&fccid=d8be85d73018fac8']
Data Scientist,"
Teradata",Santa Clara,CA,,109 reviews,https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=7959176c61e205b4&fccid=ded9605952442cb4']
Junior Data Scientist/Visualist,"
OGSystems",Washington,DC,,6 reviews,https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=73f522e091593da4&fccid=ccb73a20f653d651']
Data Scientist (Royalty Analytics),"
Spotify",New York,NY,10011,30 reviews,https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=a61a475e2b42b06f&fccid=fe404d18bb9eef1e']
Data Scientist,"
Lawrence Livermore National Laboratory (LLNL)",Livermore,CA,94550,89 reviews,https://www.indeed.com/jobs?q=Data+Science&start=120['/rc/clk?jk=9b0600a3e5081f28&fccid=26727f1861532c63']
Data Scientist,"
Workbridge Associates",New York,NY,,35 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=70['/rc/clk?jk=e61f718ee4b7baa9&fccid=a6920e0a635e5c4e']
Data Analyst/Data Scientist,"
Jobspring Partners",Frederick,MD,,18 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=70['/rc/clk?jk=6eda5a53e34b51b1&fccid=4a2d2fbadf14d480']
Machine Learning- Data Science,"
TEKSystems",New York,NY,,"2,254 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=70['/rc/clk?jk=55b1684565095f2d&fccid=2dd14c87d68d63d8']
"Principal Machine Learning Scientist, Digital Practice","
Nordstrom",Seattle,WA,,"6,095 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=70['/rc/clk?jk=20500e4e0c88976f&fccid=68ce5c21322a81a4']
Machine Learning Engineer,"
TEKSystems",New York,NY,,"2,254 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=70['/rc/clk?jk=7d480993c593f5cb&fccid=2dd14c87d68d63d8']
Data Scientist,"
Walmart eCommerce",Sunnyvale,CA,,76 reviews,https://www.indeed.com/jobs?q=Data+Science&start=140['/rc/clk?jk=8c2b7f1a281b5f52&fccid=8c49e99f20f89e48']
2018 College Intern Data Analytics - COE (Business Facing),"
Northrop Grumman",McLean,VA,,"3,245 reviews",https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=2fb81e844ffb1296&fccid=11619ce0d3c2c733']
Machine Learning Specialist,"
Express Scripts",Franklin Lakes,NJ,7417,"2,533 reviews",https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=cf4dcf42500ce618&fccid=281a27deb89bbe92']
Senior Quantitative Researcher/Data Scientist,"
UBS",New York,NY,,"1,386 reviews",https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=003c40abe96e5d4b&fccid=1c76c3a36f6c7557']
Data Scientist,"
Hertz",Estero,FL,33928,"3,314 reviews",https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=8e5784827d4f0a04&fccid=8c10964112cb0cc0']
Machine Learning Intern (Summer 2018),"
Philips Lighting",Cambridge,MA,,103 reviews,https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=0341b40d9c2a7665&fccid=1f2c2b3d3eb76a15']
Esports Data Science Intern,NA,Washington,DC,20005,,https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=83ab9f70924b55ce&fccid=ea4b9d43d2edf4b3']
Senior Machine Learning Data Scientist/Engineer,"
TEKSystems",New York,NY,,"2,254 reviews",https://www.indeed.com/jobs?q=Tensor+Flow&start=70['/rc/clk?jk=d8beea81f012dfa5&fccid=2dd14c87d68d63d8']
Machine Learning Researcher Intern,"
Amazon.com",Seattle,WA,,"19,881 reviews",https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=e179547d8d0f276e&fccid=fe2d21eef233e94a']
"IT Intern, Dynamics AX Data Analyst - Summer","
Genuine Parts Company",Atlanta,GA,30339,880 reviews,https://www.indeed.com/jobs?q=Data+Science&start=130['/rc/clk?jk=15f2003c85ed3c27&fccid=dee91f43c96cd670']
Machine Learning engineer,"
Techgene Solutions LLC",San Jose,CA,95111,6 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=80['/rc/clk?jk=6b1d2f2e095da09e&fccid=0fb3c0722d8f6b39']
Java / Python AI NLP Engineer,"
Matrix Resources",Concord,CA,,40 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=80['/rc/clk?jk=94847b9b478bef09&fccid=22b65342d3dd0d93']
Sr. Developer – Machine Learning/Deep Learning,NA,Orlando,FL,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=80['/company/Creatura-Consulting/jobs/Senior-Developer-Machine-Learning-Deep-Learning-3f977fd6260c4f51?fccid=5feb5e05932d6cd1']
Sr. Machine Learning / Artificial Intelligence Engineer,NA,Westport,CT,6880,,https://www.indeed.com/jobs?q=Tensor+Flow&start=80['/company/Zenabi-Data/jobs/Senior-Machine-Learning-16d0705da6f7b573?fccid=d372fb0a91bbeaed']
"Data Scientist, Platform Optimization",NA,New York,NY,10011,,https://www.indeed.com/jobs?q=Tensor+Flow&start=80['/rc/clk?jk=6d4646ae1b239ec3&fccid=f5425b284f86f983']
NLP/ML Data Analytics Technical Architect,NA,Sunnyvale,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=100['/rc/clk?jk=0755bfe2712e54fd&fccid=b603070e2ee6b064']
Machine Learning Engineer,NA,Santa Clara,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=100['/company/Rang-Technologies/jobs/Machine-Learning-Engineer-4db6d02c330f04ce?fccid=f68ce1b6f74fe109']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=100['/company/NewGig/jobs/Data-Scientist-872a1dbe6cc340e0?fccid=387cf898250dc9df']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=100['/company/DeSanti/jobs/Data-Scientist-03cb12a8d777db57?fccid=c15dd387f8b9487d']
Senior Machine Learning Engineer,NA,San Francisco,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=100['/rc/clk?jk=6f67bbefe2cd1041&fccid=ae836b4513efc3af']
Senior Data Scientist,"
Accolite Inc",Orlando,FL,,4 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=90['/company/Accolite-Inc/jobs/Senior-Data-Scientist-028da063da3aa8aa?fccid=8c803dfe4bdb31e8']
Computer Vision/Machine Learning Software Developer,NA,Lowell,MA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=90['/company/CAIDE-Systems-Inc./jobs/Computer-Vision-Machine-Learning-Software-Developer-a256707d85fc658d?fccid=6f3e62ac74d1d489']
"Junior Data Analyst (SQL, Tableau)",NA,Frederick,MD,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=90['/company/WorkBridge-Associates/jobs/Junior-Data-Analyst-2889095bbd1bec02?fccid=35d0c47e94e6ddbc']
Machine Learning/Deep Learning consultant,NA,Orlando,FL,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=90['/company/Cosmic--i/jobs/Machine-Learning-Deep-Learning-Consultant-d05c446f21710b96?fccid=f22ab2ac65bd692e']
Python Engineer - Data Science,"
ConsumerTrack",El Segundo,CA,90245,5 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=90['/rc/clk?jk=bbd83d9f5d2dfc4a&fccid=a49f5efd5ebd9f4c']
Python Engineer - Data Science,"
ConsumerTrack",El Segundo,CA,90245,5 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=120['/rc/clk?jk=bbd83d9f5d2dfc4a&fccid=a49f5efd5ebd9f4c']
NLP/ML Data Analytics Technical Architect,NA,Sunnyvale,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=120['/rc/clk?jk=0755bfe2712e54fd&fccid=b603070e2ee6b064']
Machine Learning Engineer,NA,Santa Clara,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=120['/company/Rang-Technologies/jobs/Machine-Learning-Engineer-4db6d02c330f04ce?fccid=f68ce1b6f74fe109']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=120['/company/NewGig/jobs/Data-Scientist-872a1dbe6cc340e0?fccid=387cf898250dc9df']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=120['/company/DeSanti/jobs/Data-Scientist-03cb12a8d777db57?fccid=c15dd387f8b9487d']
Python Engineer - Data Science,"
ConsumerTrack",El Segundo,CA,90245,5 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=110['/rc/clk?jk=bbd83d9f5d2dfc4a&fccid=a49f5efd5ebd9f4c']
Senior Machine Learning Engineer,NA,San Francisco,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=120['/rc/clk?jk=6f67bbefe2cd1041&fccid=ae836b4513efc3af']
NLP/ML Data Analytics Technical Architect,NA,Sunnyvale,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=110['/rc/clk?jk=0755bfe2712e54fd&fccid=b603070e2ee6b064']
Machine Learning Engineer,NA,Santa Clara,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=110['/company/Rang-Technologies/jobs/Machine-Learning-Engineer-4db6d02c330f04ce?fccid=f68ce1b6f74fe109']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=110['/company/NewGig/jobs/Data-Scientist-872a1dbe6cc340e0?fccid=387cf898250dc9df']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=110['/company/DeSanti/jobs/Data-Scientist-03cb12a8d777db57?fccid=c15dd387f8b9487d']
Python Engineer - Data Science,"
ConsumerTrack",El Segundo,CA,90245,5 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=130['/rc/clk?jk=bbd83d9f5d2dfc4a&fccid=a49f5efd5ebd9f4c']
Senior Machine Learning Engineer,NA,San Francisco,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=110['/rc/clk?jk=6f67bbefe2cd1041&fccid=ae836b4513efc3af']
NLP/ML Data Analytics Technical Architect,NA,Sunnyvale,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=130['/rc/clk?jk=0755bfe2712e54fd&fccid=b603070e2ee6b064']
Machine Learning Engineer,NA,Santa Clara,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=130['/company/Rang-Technologies/jobs/Machine-Learning-Engineer-4db6d02c330f04ce?fccid=f68ce1b6f74fe109']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=130['/company/NewGig/jobs/Data-Scientist-872a1dbe6cc340e0?fccid=387cf898250dc9df']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=130['/company/DeSanti/jobs/Data-Scientist-03cb12a8d777db57?fccid=c15dd387f8b9487d']
Python Engineer - Data Science,"
ConsumerTrack",El Segundo,CA,90245,5 reviews,https://www.indeed.com/jobs?q=Tensor+Flow&start=140['/rc/clk?jk=bbd83d9f5d2dfc4a&fccid=a49f5efd5ebd9f4c']
Senior Machine Learning Engineer,NA,San Francisco,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=130['/rc/clk?jk=6f67bbefe2cd1041&fccid=ae836b4513efc3af']
NLP/ML Data Analytics Technical Architect,NA,Sunnyvale,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=140['/rc/clk?jk=0755bfe2712e54fd&fccid=b603070e2ee6b064']
Machine Learning Engineer,NA,Santa Clara,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=140['/company/Rang-Technologies/jobs/Machine-Learning-Engineer-4db6d02c330f04ce?fccid=f68ce1b6f74fe109']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=140['/company/NewGig/jobs/Data-Scientist-872a1dbe6cc340e0?fccid=387cf898250dc9df']
Data Scientist,NA,Santa Monica,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=140['/company/DeSanti/jobs/Data-Scientist-03cb12a8d777db57?fccid=c15dd387f8b9487d']
Senior Machine Learning Engineer,NA,San Francisco,CA,,,https://www.indeed.com/jobs?q=Tensor+Flow&start=140['/rc/clk?jk=6f67bbefe2cd1041&fccid=ae836b4513efc3af']
Data Science Intern,"
Intel",Phoenix,AZ,85018,"2,911 reviews",https://www.indeed.com/jobs?q=Big+Data&start=20['/rc/clk?jk=c55eaa81a01bb4ce&fccid=f1374be6a45f4b8a']
Big data hadoop developer-Spark,NA,Sunnyvale,CA,94086,,https://www.indeed.com/jobs?q=Big+Data&start=20['/rc/clk?jk=54fc557048f59961&fccid=28f04328d928111a']
Big Data Engineer,NA,Sunnyvale,CA,,,https://www.indeed.com/jobs?q=Big+Data&start=20['/rc/clk?jk=6a86e5c1a266d9b5&fccid=29efea1158b643d0']
Big Data Engineer,"
CapTech Consulting",Reston,VA,,10 reviews,https://www.indeed.com/jobs?q=Big+Data&start=20['/rc/clk?jk=d3f8780f5c96b131&fccid=6ce11bcd7af32730']
Big Data Engineer,NA,Reston,VA,,,https://www.indeed.com/jobs?q=Big+Data&start=20['/rc/clk?jk=d97d655de9b7e240&fccid=93fc9011b4ea1965']
Sr. Data Architect/Big Data Engineer,"
Seagate",Bloomington,MN,,433 reviews,https://www.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=6e51d35d41a3fc64&fccid=eb193642f8c64a12']
Big Data Engineer,NA,Reston,VA,,,https://www.indeed.com/jobs?q=Big+Data&start=20['/rc/clk?jk=f68c9ab487c6ed37&fccid=76b7dc35a7738508']
Data Engineer,"
ViaSat",Austin,TX,,92 reviews,https://www.indeed.com/jobs?q=Big+Data&start=20['/rc/clk?jk=db2f3689c72470ce&fccid=8b219f1987ef65ea']
Big Data Engineer,"
Zscaler",Atlanta,GA,,12 reviews,https://www.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=720fcaf2ca708c6f&fccid=b8ce556031512ca3']
Big Data Engineer,"
KPMG",Atlanta,GA,30338,"3,817 reviews",https://www.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=999da16c1ee5dade&fccid=2dd390c3a48a7ed0']
Data Engineer,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=b529ed11770c7e83&fccid=c1099851e9794854']
Data Analyst,"
JP Morgan Chase",Wilmington,DE,19803,"15,476 reviews",https://www.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=244db6666e0bc30a&fccid=c46d0116f6e69eae']
Big Data Engineer,NA,Palo Alto,CA,,,https://www.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=f4b1a93cbb6ede7f&fccid=5bde9102c6fe9185']
Data Analyst,"
Undertone",New York,NY,10173,7 reviews,https://www.indeed.com/jobs?q=Big+Data&start=10['/rc/clk?jk=f3a1fc744dcac1fe&fccid=8a1948097c0acf32']
Data Analyst,"
Limeade",Bellevue,WA,98004,6 reviews,https://www.indeed.com/jobs?q=Big+Data&start=30['/rc/clk?jk=d06bc2205362bce8&fccid=fe31175ec4ee6eb6']
Big Data Engineer,"
Equifax",Alpharetta,GA,,355 reviews,https://www.indeed.com/jobs?q=Big+Data&start=30['/rc/clk?jk=539721a56e91fb66&fccid=34c446722f3cf576']
Hadoop SRE,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Big+Data&start=30['/rc/clk?jk=b9781013e72e79cc&fccid=c1099851e9794854']
Big Data Engineer,"
UnitedHealth Group",Eden Prairie,MN,55344,"9,758 reviews",https://www.indeed.com/jobs?q=Big+Data&start=30['/rc/clk?jk=83c2b7bcb14e0072&fccid=d3d3520998346837']
Big Data/Hadoop Developer,"
Synechron",Charlotte,NC,,174 reviews,https://www.indeed.com/jobs?q=Big+Data&start=30['/rc/clk?jk=52a0e998d5106a6a&fccid=837edc3ec6c2367e']
Data Scientist-Entry Level,"
Spring Venture Group",Kansas City,MO,,25 reviews,https://www.indeed.com/jobs?q=Big+Data&start=30['/rc/clk?jk=0183101fea61e775&fccid=3ca831f61e97b3ee']
Big Data Engineer,"
IBM",Austin,TX,73344,"18,926 reviews",https://www.indeed.com/jobs?q=Big+Data&start=30['/rc/clk?jk=6a881d3b059afaa8&fccid=de71a49b535e21cb']
Apple Media Products - Big Data Engineer,"
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Big+Data&start=30['/rc/clk?jk=24f730ae8b26b8bc&fccid=c1099851e9794854']
Big Data Engineer,NA,New York,NY,,,https://www.indeed.com/jobs?q=Big+Data&start=50['/rc/clk?jk=f119a107fff2269b&fccid=6c8cd7fe12789d44']
Big Data Engineer,"
Capgemini",New York,NY,,"4,916 reviews",https://www.indeed.com/jobs?q=Big+Data&start=50['/rc/clk?jk=20c2b6531735f10e&fccid=105ecfd0283f415f']
Data Science Development Program- Junior Data Scientist,"
MassMutual",Amherst,MA,1002,628 reviews,https://www.indeed.com/jobs?q=Big+Data&start=50['/rc/clk?jk=c42d96c8bc9cd283&fccid=acf786d7ca32d66d']
"Big Data ( Hadoop, SQL) Developer","
Bank of America",Plano,TX,75024,"19,303 reviews",https://www.indeed.com/jobs?q=Big+Data&start=50['/rc/clk?jk=1830e51f253cd537&fccid=5bd99dfa21c8a490']
"Data Analyst, Trust and Safety","
Google",Sunnyvale,CA,,"1,897 reviews",https://www.indeed.com/jobs?q=Big+Data&start=50['/rc/clk?jk=e3533b24e75e3e8d&fccid=a5b4499d9e91a5c6']
Data Engineer- Data Engineering and Emerging Technology,"
Takeda Pharmaceutical",Cambridge,MA,,471 reviews,https://www.indeed.com/jobs?q=Big+Data&start=70['/rc/clk?jk=5cf43bb7a0c54510&fccid=4819693c833d5b6e']
Big Data Engineer,"
CGI",Bloomfield,CT,,"1,485 reviews",https://www.indeed.com/jobs?q=Big+Data&start=70['/rc/clk?jk=d8ff7965592c3e99&fccid=d2841a5c0380b93d']
Big Data Engineer,"
United Airlines Inc.",Houston,TX,77002,"1,638 reviews",https://www.indeed.com/jobs?q=Big+Data&start=70['/rc/clk?jk=2628751708ab3857&fccid=e69f69636a9997cd']
Big Data Engineer,"
HP",Houston,TX,,"8,891 reviews",https://www.indeed.com/jobs?q=Big+Data&start=70['/rc/clk?jk=62a76940284ee997&fccid=1b866506aec22461']
Big Data Engineer,"
Wish",San Francisco,CA,,13 reviews,https://www.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=18793e706587c94b&fccid=617690ce838507f3']
Full Stack Software Engineer - RESTful APIs and Big Data,"
JP Morgan Chase",New York,NY,10001,"15,476 reviews",https://www.indeed.com/jobs?q=Big+Data&start=70['/rc/clk?jk=5c25ce0a8eff388a&fccid=c46d0116f6e69eae']
Big Data Engineer,"
Works",Reston,VA,,3 reviews,https://www.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=6360485bcc77a453&fccid=535966e90fce4107']
Data Engineer,"
GEICO",Chevy Chase,MD,20815,"2,220 reviews",https://www.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=a6eb1cb7f151a18b&fccid=71b1543b29473502']
Big Data Engineer,NA,Alexandria,VA,,,https://www.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=b0c38413078e785a&fccid=40c223726ff78842']
Data Analyst,"
Microsoft",Redmond,WA,98052,"3,736 reviews",https://www.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=5713e7f21cf7cc63&fccid=734cb5a01ee60f80']
"Big Data Engineer - Hadoop, Hive, Spark","
CVS Health",Richardson,TX,,"18,782 reviews",https://www.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=65847c15d84dee61&fccid=be3b11aa573faee7']
Teradata ETL Application Developer,"
Bank of America",Plano,TX,75024,"19,303 reviews",https://www.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=f950617b000dc1bd&fccid=5bd99dfa21c8a490']
Big Data Engineer,"
SAP",South San Francisco,CA,,924 reviews,https://www.indeed.com/jobs?q=Big+Data&start=80['/rc/clk?jk=2ecdd7181452a29d&fccid=156c7820d1988640']
Big Data Engineer,"
SparkCognition",Austin,TX,78759,2 reviews,https://www.indeed.com/jobs?q=Big+Data&start=40['/rc/clk?jk=21c16c839d99ea4b&fccid=a51326a8129af4fe']
Big Data Engineer,"
Symphony Talent",New York,NY,10001,2 reviews,https://www.indeed.com/jobs?q=Big+Data&start=40['/rc/clk?jk=8fcab7c0db1ffcbc&fccid=751512942e2ed27f']
Data Analytics Developer,"
Lockheed Martin",Fort Worth,TX,76108,"4,770 reviews",https://www.indeed.com/jobs?q=Big+Data&start=40['/rc/clk?jk=7f9f3ac9bce9e338&fccid=aeb15e43a6800b9d']
Big Data Engineer,"
Clarivate Analytics",Philadelphia,PA,,11 reviews,https://www.indeed.com/jobs?q=Big+Data&start=40['/rc/clk?jk=ce4867d585162281&fccid=39cdc80b98113925']
Big Data Engineer,"
Cengage",Boston,MA,,191 reviews,https://www.indeed.com/jobs?q=Big+Data&start=60['/rc/clk?jk=bb34aef8b3091f27&fccid=cd7072017d299499']
Data Science Engineer,"
Adobe",San Jose,CA,,358 reviews,https://www.indeed.com/jobs?q=Big+Data&start=60['/rc/clk?jk=df40acdf37b00c6a&fccid=f89deb5a97c7738a']
Big Data Engineer,NA,Boston,MA,2111,,https://www.indeed.com/jobs?q=Big+Data&start=60['/rc/clk?jk=7c3fb787e8079f9f&fccid=a01aa832f36be4d6']
Applications Developer or Digital Analytics/Data Analyst,"
Sprint",Overland Park,KS,66210,"7,792 reviews",https://www.indeed.com/jobs?q=Big+Data&start=60['/rc/clk?jk=09d7e748dea8bfdc&fccid=88d070a75f3896d5']
Tableau Developer - Big Data Digital DS,"
JP Morgan Chase",San Francisco,CA,94107,"15,476 reviews",https://www.indeed.com/jobs?q=Big+Data&start=60['/rc/clk?jk=bc00fdf2228d13e5&fccid=c46d0116f6e69eae']
Big Data Analyst - Developer,"
PowerAdvocate, Inc",Boston,MA,,5 reviews,https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=7e7a6c3e4b846474&fccid=35313a9314d13326']
Big Data Engineer,NA,Chantilly,VA,20151,,https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=fcd9f86efa04ef23&fccid=81d479b3a6bbb931']
Big Data / ETL Software Engineer,"
JP Morgan Chase",Plano,TX,75024,"15,476 reviews",https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=8b122849eb64078c&fccid=c46d0116f6e69eae']
Data Engineer,"
Spotify",New York,NY,10011,30 reviews,https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=bbfd16ee9a01c910&fccid=fe404d18bb9eef1e']
Data Science Engineer,"
UnitedHealth Group",Eden Prairie,MN,55344,"9,758 reviews",https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=7facf60932dccf90&fccid=d3d3520998346837']
"GeoPython Developer, Geospatial Big Data Solutions","
DigitalGlobe",Westminster,CO,,71 reviews,https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=2ef755ba77f3c25f&fccid=a924fdf034212563']
Data Engineer,"
Bank of America",Charlotte,NC,28255,"19,303 reviews",https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=452fc2d6d837bf7c&fccid=5bd99dfa21c8a490']
Business Intelligence & Data Analytics Manager,"
Swiftpage",Scottsdale,AZ,,9 reviews,https://www.indeed.com/jobs?q=Big+Data&start=100['/rc/clk?jk=d09b77d52373fd71&fccid=4824ba4fe973ee28']
Quantitative Researcher (Machine Learning),NA,Greenwich,CT,,,https://www.indeed.com/jobs?q=Natural+Language+Processing&start=10['/rc/clk?jk=045259a42da900bc&fccid=3439bc2e187f5781']
Big Data/Hadoop Engineer,"
Rhapsody",Seattle,WA,,5 reviews,https://www.indeed.com/jobs?q=Big+Data&start=90['/rc/clk?jk=a657cfc0fa1b91f4&fccid=b3fee6167c05f564']
Big Data Engineer,"
Realogy Corporate",Emeryville,CA,,68 reviews,https://www.indeed.com/jobs?q=Big+Data&start=90['/rc/clk?jk=1a77fac8ba6e3b25&fccid=beed1e8c185c6c2f']
"Data Analytics Developer, Location Intelligence","
Apple",Santa Clara Valley,CA,,"4,517 reviews",https://www.indeed.com/jobs?q=Big+Data&start=90['/rc/clk?jk=5da980d51d0be11d&fccid=c1099851e9794854']
Jr Level Data Analyst,"
Leidos",Reston,VA,20191,347 reviews,https://www.indeed.com/jobs?q=Big+Data&start=90['/rc/clk?jk=4520522a09df788d&fccid=8765a4045377753a']
Big Data Engineer,"
Prudential",Newark,NJ,,"1,463 reviews",https://www.indeed.com/jobs?q=Big+Data&start=90['/rc/clk?jk=a5716c878a3f9d4a&fccid=4144c0c6235e4037']
Data Science Engineer,"
UPMC",Pittsburgh,PA,15219,"1,723 reviews",https://www.indeed.com/jobs?q=Natural+Language+Processing&start=10['/rc/clk?jk=72d6aaaa6e67e76a&fccid=b75dda97eecc3e82']
Machine Learning Software Engineer,"
Lenovo",Raleigh,NC,27616,718 reviews,https://www.indeed.com/jobs?q=Natural+Language+Processing&start=10['/rc/clk?jk=f445f0e9c1ce426a&fccid=af103eaff391cdf0']
Data Scientist/Data Wrangler,"
Lenovo",Raleigh,NC,27616,718 reviews,https://www.indeed.com/jobs?q=Natural+Language+Processing&start=10['/rc/clk?jk=e595d826fce7df88&fccid=af103eaff391cdf0']
Machine Learning Engineer (Natural Language),NA,Pittsburgh,PA,,,https://www.indeed.com/jobs?q=Natural+Language+Processing&start=10['/rc/clk?jk=8ff6c4bbb9c30cef&fccid=1d7146bd38091a7a']
BIG DATA ENGINEER,"
Moffitt Cancer Center",Tampa,FL,33612,255 reviews,https://www.indeed.com/jobs?q=Big+Data&start=90['/rc/clk?jk=7de98c6149d634d9&fccid=28ce112590363228']
"Software Engineer/Data Scientist, NLP","
Twitter",San Francisco,CA,94103,48 reviews,https://www.indeed.com/jobs?q=Natural+Language+Processing&start=20['/rc/clk?jk=212b3654cb6a1fc9&fccid=7a3824693ee1074b']
Machine Learning Software Dev Engineer,"
Amazon Corporate LLC",Palo Alto,CA,,"19,881 reviews",https://www.indeed.com/jobs?q=Natural+Language+Processing&start=20['/rc/clk?jk=2ac45b91e148ec92&fccid=fe2d21eef233e94a']
Business Analyst / Data Scientist,"
Credit Suisse",New York,NY,10022,"1,023 reviews",https://www.indeed.com/jobs?q=Natural+Language+Processing&start=20['/rc/clk?jk=4ad3a2445d93be8d&fccid=e127f4594cdf24f4']
Machine Learning Software Engineer Intern,"
Raytheon",Sunnyvale,CA,,"2,463 reviews",https://www.indeed.com/jobs?q=Natural+Language+Processing&start=20['/rc/clk?jk=bb76639862ce7415&fccid=aa53b551f9df0210']
